college_name,location,num_courses_offered,college_rating,exams_accepted,exam_count,min_fees,max_fees,avg_fees,placement_rating,min_package,max_package,avg_package
Asan Memorial College of Engineering and Technology,Kanchipuram,10,3.9,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,3.3,,,
Lucknow Model  Institute of Technology and Management,Lucknow,6,2.3,JEE Main / UPTAC,2,2.45,2.45,2.45,1.5,,,
SSE - Srinivas School of Engineering,Mangalore,4,3.1,COMEDK UGETKCET,1,2.35,2.35,2.35,2.7,,,
Priyadarshini Institute Of Technology and Sciences,Tenali,6,3.4,AP EAMCET,1,1.72,1.72,1.72,2.7,,,
"College of Dairy Technology, Sri Venkateswara Veterinary University",Chittoor,2,3.8,AP EAMCETICAR AIEEA,1,40.0,40.0,40.0,3.8,8.0,8.0,8.0
Mahatma Gandhi Institute Of Technical Education And Research Center,Navsari,5,3.2,JEE Main / GUJCET,2,2.44,2.44,2.44,1.0,,,
Kodada Institute of Technology and Sciences for Women,Nalgonda,6,4.1,TS EAMCET,1,3.6,3.6,3.6,3.7,,,
Merchant Engineering College (MEC Mehsana),Gujarat - Other,6,3.5,JEE Main / GUJCET,2,2.65,2.65,2.65,3.0,,,
"Lingaraj Appa Engineering College, Bidar",Bidar,5,4.2,COMEDK UGETKCET,1,6.64,6.64,6.64,4.2,,,
"MM College of Technology, Raipur",Raipur,6,3.8,JEE Main / CG PET,2,2.92,2.92,2.92,3.8,4.05,4.05,4.05
"College of Dairy Science, Amreli, Kamdhenu University",Amreli,1,3.8,GUJCETICAR AIEEA,1,22.2,22.2,22.2,3.8,3.0,3.0,3.0
Siddhi Vinayak Group of Colleges,Alwar,8,3.0,JEE Main / REAP,2,2.17,3.15,2.66,2.3,,,
Scope College of Engineering,Bhopal,4,3.9,JEE Main / CUETMP BE +1,3,1.0,1.0,1.0,3.7,,,
Technology Education and Research Integrated Institution,Kurukshetra,4,4.0,JEE Main / HSTES,2,2.52,2.52,2.52,4.0,,,
Sat Kabir Institute of Technolgy and Management,Bahadurgarh,6,3.8,JEE Main / HSTES,2,1.6,1.6,1.6,3.7,,,
Shankara Group of Institution - Shankara Institute of Technology,Jaipur,6,2.8,JEE Main / REAP,2,2.69,2.69,2.69,2.2,,,
"Shriram Institute of Information Technology, ShriRam Group of Colleges",Gwalior,5,4.0,JEE Main,1,91.2,91.2,91.2,3.8,,,
Aliah University -Old Campus (Taltala),Kolkata,6,3.8,WBJEEAUAT,1,49.33,49.33,49.33,3.8,4.15,4.15,4.15
"MIT College of Engineering & Management, Hamirpur",Hamirpur,6,1.8,JEE Main / HPCET,2,2.22,2.22,2.22,1.0,,,
"Punjab Institute of Technology, GTB Garh, Maharaja Ranjit Singh Punjab Technical University",Moga,4,3.8,JEE Main,1,2.88,2.88,2.88,3.8,4.5,4.5,4.5
Sarvottam Institute of Technology and Management,Greater Noida,5,3.3,CBSE 12th / UP 12th / ISC +2,5,2.45,2.45,2.45,2.8,,,
"ILM College of Engineering and Technology, Ernakulam",Ernakulum,7,2.8,KEAM,1,3.0,3.0,3.0,2.0,,,
Sai Tirumala N V R Engineering College,Narasaraopet,8,3.5,AP EAMCETCBSE 12th / BIEAP +2,4,1.4,1.72,1.56,3.5,2.6,2.6,2.6
Sri Vidya College of Engineering & Technology,Tamil Nadu - Other,13,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,3.7,,,
"Sree Visvesvaraya Institute of Technology and Science (SVITS, Mahabubnagar)",Telangana - Other,7,3.9,TS EAMCET,1,2.52,2.52,2.52,3.5,,,
Arulmigu Meenakshi Amman College of Engineering,Kanchipuram,12,2.3,CBSE 12th / ISCTamilnadu 12th +1,3,1.35,2.0,1.68,2.0,,,
Baba Hira Singh Bhattal Institute of Engineering and Technology,Punjab - Other,5,2.6,CBSE 12th / ISCPSEB 12th +1,3,2.42,3.18,2.8,1.7,,,
Maharani Girls Engineering College,Jaipur,6,4.0,JEE Main / REAP,2,2.1,2.96,2.53,3.0,,,
Universal College of Engineering and Technology (UCET),Gandhinagar,6,2.6,JEE Main / GUJCET,2,1.84,1.84,1.84,1.9,,,
St. Joseph University,Dimapur,2,3.0,CBSE 12th / ISCNBSE HSSLC +1,3,3.6,4.8,4.2,3.0,,,
"Mahavir Swami College of Engineering and Technology, Bhagwan Mahavir University",Surat,5,2.7,JEE Main / GUJCET,2,2.68,2.96,2.82,2.3,,,
Tirumala Engineering College (TRML),Ranga Reddy,8,3.2,TS EAMCET,1,1.52,2.03,1.78,2.7,,,
A.R. Engineering College Villupuram Chennai (AREC),Chennai,7,2.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.4,,,
Asia Pacific Institute of Management,Panipat,9,3.1,JEE Main / HSTES,2,2.75,3.13,2.94,2.8,,,
Priyadarshini Institute of Science and Technology for Women,Khammam,5,3.8,TS EAMCET,1,2.4,2.4,2.4,3.6,,,
Samarth College of Engineering and Technology,Gujarat - Other,5,4.0,JEE Main / GUJCET,2,1.56,2.08,1.82,3.3,,,
A.K.T. Memorial College of Engineering and Technology,Kanchipuram,7,3.6,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
DJR Institute of Engineering and Technology (DJRIET),Vijayawada,7,3.3,AP EAMCETCBSE 12th / BIEAP +2,4,1.4,1.72,1.56,2.4,,,
Shri Shirdi Sai Institute of Science and Engineering (SSSISE),Anantapur,5,3.6,JEE Main / AP EAMCET,2,1.52,1.52,1.52,2.5,,,
St. Wilfred Institute of Engineering and Technology,Ajmer,5,2.2,JEE Main / REAP,2,1.96,1.96,1.96,1.8,,,
Government College of Engineering,Bihar - Other,4,4.4,CBSE 12th / ISCBSEB 12th +1,3,80.0,80.0,80.0,4.0,,,
Tawi Group of Colleges,Pathankot,5,4.6,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.4,2.4,4.3,,,
"Nova College Of Engineering And Technology, Ibrahimpatnam",Vijayawada,10,3.9,AP EAMCET,1,1.4,1.4,1.4,4.0,,,
Mata Rajkaur Institute of Engineering and Technology,Rewari,5,3.2,JEE Main / HSTES,2,1.6,1.6,1.6,3.0,,,
Bangalore College of Engineering and Technology,Bangalore,1,3.8,COMEDK UGETKCET,1,3.86,3.86,3.86,1.0,,,
Shaheed Udham Singh Group of Institutions,Mohali,8,3.4,JEE Main,1,2.4,2.42,2.41,3.0,,,
Golden Valley Integrated Campus,Chittoor,9,3.1,AP EAMCET,1,1.4,1.87,1.64,2.8,,,
Thiruvalluvar College of Engineering and Technology,Tamil Nadu - Other,11,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
"College of Dairy Technology, Kamareddy",Nizamabad,1,3.8,TS EAMCET,1,40.0,40.0,40.0,3.0,,,
Abhinav Hi-Tech College of Engineering (AHTC),Hyderabad,5,2.9,TS EAMCET,1,1.88,1.88,1.88,2.2,,,
JSEC - Jaya Sakthi Engineering College,Chennai,12,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,1.31,2.0,1.66,3.4,,,
Someshwar Engineering College Someshwarnagar,Maharashtra - Other,4,3.6,MHT CETJEE Main,1,2.17,2.17,2.17,2.0,,,
"Vaagdevi Institute of Technology and Science (VITS, Kadapa)",Kadapa,5,3.5,AP EAMCETCBSE 12th / BIEAP +2,4,1.51,1.72,1.62,3.5,3.0,3.0,3.0
GIMT - Geeta Institute of Management And Technology,Kurukshetra,10,2.8,JEE Main / HSTES LEETHSTES +2,4,1.68,1.98,1.83,1.8,,,
TimesPro - Bennett University,Greater Noida,1,3.8,JEE Main,1,15.7,15.7,15.7,3.7,,,
"College of Dairy Science and Technology, Idukki - Kerala Veterinary and Animal Sciences University",Idukki,1,3.8,KEAMICAR AIEEA,1,33.6,33.6,33.6,1.0,,,
Gandhi Institute of Advanced Computer and Research,Orissa - Other,8,3.2,JEE Main / OJEE,2,1.56,2.8,2.18,1.9,,,
PSN Engineering College,Tamil Nadu - Other,11,3.3,CBSE 12th / ISCTamilnadu 12th / IMUCET +2,5,2.0,2.0,2.0,3.3,,,
Bethesda Institute of Technology and Sciences (BITS Gwalior),Gwalior,5,3.4,JEE Main / MPPET,2,97.2,97.2,97.2,3.0,,,
Arya Group of Colleges,Jaipur,1,3.8,CBSE 12th / ISCRBSE 12th +1,3,2.8,2.8,2.8,4.0,,,
College Of Agricultural Engineering Madakasira,Anantapur,1,3.8,AP EAMCET,1,40.0,40.0,40.0,4.0,,,
Capital Engineering College,Khurda,5,4.4,JEE Main / OJEE,2,2.36,2.36,2.36,4.1,,,
"Gouthami Inst Of Technology Mgmt For Women,Proddatur",Andhra Pradesh - Other,4,4.2,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,3.8,,,
Maha Barathi Engineering College,Villupuram,6,3.5,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.3,,,
HMFA Memorial Institute of Engineering and Technology,Allahabad,5,2.4,JEE Main / UPTAC,2,2.45,2.45,2.45,1.0,,,
Sree Sastha College of Engineering,Chennai,4,2.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.7,,,
Bon Maharaj Engineering College,Mathura,4,3.0,CBSE 12th / UP 12th / ISC +2,5,2.45,2.45,2.45,3.0,,,
Meerut International Institute of Technology,Meerut,3,4.1,JEE Main / UPTAC,2,2.45,2.45,2.45,3.5,,,
"KT Patil College of Engineering and Technology, Osmanabad",Maharashtra - Other,6,4.2,MHT CETJEE Main,1,1.32,1.32,1.32,3.0,,,
Panchwati Institute of Engineering and Technology,Meerut,5,3.9,JEE Main / UPTAC,2,2.45,2.45,2.45,3.5,,,
Dr. G.U. Pope College Of Engineering,Thoothukudi,5,3.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.7,,,
"School of Biosciences, Apeejay Stya University",Gurgaon,2,3.8,CUET,1,11.41,14.26,12.84,3.5,,,
Arya College,Jaipur,10,4.2,CBSE 12th / ISCRBSE 12th +1,3,1.16,1.16,1.16,4.2,4.3,6.5,5.4
Sri Venkateswara Institute of Science and Technology,Kadapa,6,3.2,AP EAMCETCBSE 12th,1,2.0,2.0,2.0,2.6,,,
Adesh Institute of Engineering and Technology,Faridkot,5,3.1,JEE Main / PTU BTech,2,2.34,3.2,2.77,2.2,,,
Pandit Dev Prabhakar Shastri College of Technology (PDSCT),Madhya Pradesh - Other,8,3.1,JEE Main / MP BEMPPET +2,4,91.2,1.37,46.28,1.5,,,
Saraswati Institute of Engineering and Technology,Ghaziabad,6,2.3,JEE Main / UPTAC,2,2.4,2.45,2.42,2.0,,,
Arkay College of Engineering and Technology,Nizamabad,5,2.4,TS EAMCET,1,1.68,1.68,1.68,2.0,,,
"Surya Group of Institutions, Chennai",Chennai,10,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,3.2,,,
NDRK Institute of Technology,Hassan,5,3.7,COMEDK UGETKCET,1,3.6,4.5,4.05,2.9,,,
Mathuradevi Group of Institutes,Indore,8,2.0,JEE Main / MP BEMPPET +2,4,91.2,91.2,91.2,1.5,,,
Guru Teg Bahadur Khalsa Institute of Engineering and Technology,Muktsar,7,3.0,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.42,2.41,1.9,,,
KDK's Smt. Rajashree Mulak College of Engineering for Women,Nagpur,3,3.5,MHT CETJEE Main,1,1.2,1.2,1.2,2.5,,,
Purushottam Institute of Engineering and Technology (PIET),Rourkela,7,2.7,JEE Main / OJEE,2,2.2,2.2,2.2,1.4,,,
Vandayar Engineering College,Thanjavur,7,1.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,1.0,,,
Chendhuran College of Engineering and Technology,Tamil Nadu - Other,7,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
Maharaja College of Engineering,Udaipur,7,2.6,JEE Main / CBSE 12th / ISCRBSE 12th +3,6,2.4,2.4,2.4,2.5,,,
Kakinada Institute Of Engineering And Technology For Women,Kakinada,6,3.8,AP EAMCET,1,1.4,1.72,1.56,3.8,,,
Unnamalai Institute of Technology,Tamil Nadu - Other,7,2.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,1.0,,,
Viswanadha Institute of Technology and Management,Visakhapatnam,5,3.6,JEE Main / AP EAMCET,2,2.01,2.01,2.01,3.0,,,
Swami Vivekanand Group of Institutions,Indore,6,3.9,JEE Main,1,2.31,2.31,2.31,3.3,,,
Regional College For Education Research and Technology,Jaipur,6,3.5,JEE Main / REAP,2,2.96,2.96,2.96,3.0,,,
Jawahar Engineering College,Chennai,5,2.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.0,,,
Sri Balaji Chockalingam Engineering College,Tamil Nadu - Other,14,3.1,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.3,,,
Aishwarya College of Engineering and Technology,Erode,11,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,4.0,,,
"Institute of Fisheries Biotechnology, TNJFU-OMR Campus",Chennai,1,3.8,ICAR AIEEA,1,3.2,3.2,3.2,3.8,4.12,4.12,4.12
Karnal Institute of Technology and Management,Kurukshetra,6,4.1,JEE Main / HSTES,2,1.6,1.97,1.78,3.3,,,
Podhigai College of Engineering and Technology,Vellore,7,3.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
Ideal Institute of Management and Technology,Ghaziabad,5,2.2,JEE Main / UPTAC,2,2.45,2.45,2.45,2.0,,,
KITE Group of Institutions,Meerut,1,3.8,CBSE 12th / UP 12th / ISC +2,5,2.45,2.45,2.45,4.0,,,
Pratap Institute of Technology and Science,Sikar,5,2.8,JEE Main / REAP,2,1.91,1.91,1.91,2.4,,,
DIT School of Engineering (DIT G),Greater Noida,7,3.4,JEE Main,1,1.29,12.5,6.9,3.1,,,
MINA Institute Of Engineering and Technology for Women,Nalgonda,6,3.2,TS EAMCET,1,2.2,2.2,2.2,4.0,,,
Indus College of Engineering,Bhubaneswar,10,3.2,JEE Main / OJEE,2,1.56,2.2,1.88,2.5,,,
VCET - Vedant College of Engineering & Technology,Kota,6,3.2,JEE Main / REAP,2,2.69,2.69,2.69,3.0,,,
Indus International University (IIU),Una,4,3.4,JEE Main / HPCET,2,2.84,4.4,3.62,2.0,,,
Mohammad Ali Jauhar University,Uttar Pradesh - Other,9,2.3,CBSE 12th / UP 12th / ISC +2,5,2.45,2.45,2.45,1.4,,,
I.K. Gujral Punjab Technical University - Dinanagar Campus,Gurdaspur,7,3.8,CBSE 12th / ISCPSEB 12th +1,3,3.44,3.44,3.44,3.8,4.5,4.5,4.5
Selvam Educational Institutions,Namakkal,8,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,3.5,,,
"Yaduvanshi College of Engineering and Technology,Narnaul",Narnaul,5,4.6,JEE Main / HSTES,2,1.6,1.6,1.6,4.0,,,
Bhutta College of Engineering and Technology,Ludhiana,12,3.9,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.42,2.41,3.0,,,
Jayam College of Engineering and Technology,Tamil Nadu - Other,9,3.6,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,3.2,,,
Truba College of Science and Technology,Bhopal,5,3.8,JEE Main / MP BECBSE 12th / ISCMPBSE 12th +4,7,2.24,2.24,2.24,3.7,,,
Tagore Institute of Engineering and Technology - TIET Salem,Salem,9,3.0,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,3.0,3.0,3.0,3.0
Axis College of Engineering and Technology,Thrissur,6,3.9,KEAM,1,3.0,3.0,3.0,3.5,,,
"Padmashree Krutartha Acharya College Of Engineering, Bargarh",Orissa - Other,4,3.3,JEE Main / OJEE,2,2.2,2.22,2.21,2.7,,,
"Government Engineering College, Kushalanagar",Karnataka - Other,4,2.6,KCET,1,72.36,72.36,72.36,2.0,,,
"Sri Sai Group of Institutes, Amritsar",Amritsar,7,1.0,CBSE 12th / ISCPSEB 12th +1,3,2.42,3.18,2.8,1.0,,,
MGM’s College of Agriculture Bio-Technology,Aurangabad,1,3.8,MHT CET,1,3.9,3.9,3.9,3.0,,,
DVR College of Engineering & Technology,Hyderabad,5,2.7,JEE Main / TS EAMCET,2,2.4,2.4,2.4,1.9,,,
Intell Engineering College,Anantapur,6,2.8,AP EAMCET,1,2.16,2.16,2.16,2.0,,,
SMK Fomra Institute of Technology - SMKFIT,Chennai,14,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,3.6,,,
"Medi-Caps University, Indore powered by Sunstone",Indore,3,3.8,– / –,1,4.65,4.65,4.65,3.8,,,
Maheshwara College of Engineering and Technology,Hyderabad,6,2.4,TS EAMCETTSEd / CET,2,1.2,1.6,1.4,1.5,,,
Nishitha College of Engineering and Technology,Hyderabad,5,3.4,TS EAMCETTSEd / CET,2,1.5,1.98,1.74,2.9,,,
ACE - Ammini College of Engineering,Palakkad,10,3.4,JEE Main / KEAM,2,1.4,2.63,2.01,2.4,,,
Bimla Devi Educational Society's Group of Institutions,Faridabad,4,2.6,JEE Main / HSTES,2,1.72,1.72,1.72,2.0,,,
GGS College of Modern Technology (GGS Mohali),Mohali,6,3.0,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.42,2.41,2.5,,,
Dr. Ulhas Patil College of Agricultural Engineering and Technology,Jalgaon,1,3.8,MHT CETJEE Main / ICAR AIEEA +2,4,2.1,2.1,2.1,3.3,,,
Bhagwan Mahaveer College of Engineering and Management,Sonepat,5,3.1,JEE Main,1,2.88,2.88,2.88,3.0,,,
Surendera Group of Institutions,Sriganaganagar,6,3.3,JEE Main / REAP,2,1.96,2.13,2.04,2.7,,,
NCE - Narayanaguru College of Engineering,Coimbatore,8,4.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.5,,,
Moti Babu Institute of Technology (MBIT),Bihar - Other,6,3.4,CBSE 12th / ISCBSEB 12th +1,3,2.7,3.6,3.15,3.2,,,
KIT and KIM Technical Campus,Karaikudi,5,2.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,1.0,,,
SSJ Engineering College (SSJEC),Hyderabad,3,3.1,TS EAMCETTSEd / CET,2,1.4,1.4,1.4,2.6,,,
Geethanjali College of Engineering and Technology,Kurnool,5,4.3,AP EAMCET,1,1.4,4.13,2.76,4.5,,,
Turbomachinery Institute of Technology and Sciences,Medak,9,2.0,TS EAMCETTSEd / CETCBSE 12th / ISCTSBIE +4,7,1.57,2.35,1.96,1.0,,,
Sanjay Education Society's College of Engineering,Dhule,5,3.4,MHT CETJEE Main,1,1.72,1.72,1.72,3.0,,,
SAM College of Engineering and Technology,Bhopal,6,2.9,JEE Main / MP BECBSE 12th / ISCMPBSE 12th +4,7,2.2,2.2,2.2,2.8,,,
Swarnandhra Institute Of Engineering And Technology,Narasaraopet,5,3.7,AP EAMCET,1,1.4,1.4,1.4,3.6,,,
Aryan Institute of Technology,Ghaziabad,7,1.5,JEE Main / UPTAC,2,1.94,2.45,2.2,1.0,,,
"Jaipur Institute of Engineering & Technology, Kukas",Jaipur,6,3.6,CBSE 12th / ISCRBSE 12th +1,3,2.8,2.8,2.8,3.4,,,
Balaji institute of Engineering and Technology,Chennai,4,3.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
E.S Engineering College,Villupuram,7,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
Surabhi College of Engineering and Technology Bhopal,Bhopal,6,3.6,JEE Main / CBSE 12th / ISCMPBSE 12th / MPPET +4,8,1.04,1.04,1.04,3.0,,,
Maharaja Engineering College,Coimbatore,9,2.6,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,1.9,,,
Vishwa Bharathi College of Engineering,Ranga Reddy,5,2.9,TS EAMCET,1,1.4,1.4,1.4,2.4,,,
Surajmal University,Kichha,11,3.5,CBSE 12th / ISCUK 12th +1,3,3.4,3.4,3.4,3.4,,,
Regency Institute of Technology,Andhra Pradesh - Other,5,3.4,AP EAMCET,1,1.24,1.65,1.44,3.0,,,
Biff and Bright College of Engineering and Technology,Jaipur,6,3.3,JEE Main / REAP,2,3.15,3.15,3.15,2.5,,,
Bihar Animal Sciences University,Patna,1,3.8,ICAR AIEEABCECE,1,20.0,20.0,20.0,3.8,3.9,3.9,3.9
Dr. Timmaiah Institute of Technology,Kolar,6,4.2,KCET,1,2.22,2.22,2.22,4.0,,,
TRR College of Engineering,Medak,3,2.5,TS EAMCET,1,2.16,2.16,2.16,2.0,,,
Bharath College of Engineering and Technology for Women,Kadapa,3,5.0,AP EAMCET,1,1.4,1.4,1.4,5.0,,,
Bharathiyar College of Engineering and Technology,Pondicherry,6,3.8,CENTAC,1,1.28,1.28,1.28,2.5,,,
Global Group of Institutions (GGI Lucknow),Lucknow,6,3.4,JEE Main / CBSE 12th / UP 12th / ISC +3,7,2.21,2.45,2.33,2.8,,,
Annai Mathammal Sheela Engineering College,Namakkal,13,3.5,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,2.5,,,
Roorkee Engineering and Management Technology Institute (REMTECH),Uttar Pradesh - Other,9,2.9,CBSE 12th / UP 12th / ISC +2,5,1.65,2.45,2.05,2.0,,,
Adhiparasakthi College of Engineering,Tamil Nadu - Other,9,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
"PR Engineering College (PREC,Thanjavur)",Thanjavur,9,3.5,CBSE 12th / ISCTamilnadu 12th +1,3,1.67,2.0,1.84,3.0,,,
Srajan Institute of Technology and Management Science,Madhya Pradesh - Other,7,4.1,JEE Main / MP BECBSE 12th / ISCMPBSE 12th +4,7,91.2,1.37,46.28,3.8,,,
Divya Jyoti College of Engineering and Technology [DJCET],Ghaziabad,5,3.2,CBSE 12th / UP 12th / ISC +2,5,2.2,2.2,2.2,2.2,,,
Sakthi Mariamman Engineering College,Chennai,8,2.5,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.5,,,
St. Mary's College of Engineering Technology,Medak,4,4.3,TS EAMCET,1,1.8,1.8,1.8,4.0,,,
Sengunthar College of Engineering,Namakkal,11,3.6,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.5,,,
Devprayag Institute of Management,Allahabad,6,1.0,JEE Main / UPTAC,2,2.45,2.45,2.45,1.0,,,
"Sree Buddha College of Engineering, Ayathil",Pathanamthitta,6,4.8,KEAM,1,2.0,2.0,2.0,4.8,2.75,2.75,2.75
Shree Rama Educational Society Group Of Institutions,Tirupati,6,3.6,AP EAMCETCBSE 12th / BIEAP +2,4,1.4,1.4,1.4,3.6,3.5,3.5,3.5
Swami Parmanand Group of Colleges,Mohali,6,2.8,CBSE 12th / ISCPSEB 12th +1,3,2.42,3.18,2.8,2.1,,,
Marudhar Engineering College,Bikaner,7,2.8,REAP,1,2.1,3.15,2.62,2.3,,,
SGBM Institute of Technology and Science (SGBMITS),Jabalpur,6,3.7,JEE Main,1,91.2,1.36,46.28,2.5,,,
RAYAT-BAHRA Innovative Institute of Technology & Management,Sonepat,5,4.1,JEE Main / HSTES,2,1.6,1.6,1.6,3.5,,,
BLM Institute Of Technology and Management Sciences,Jhunjhunu,5,3.8,JEE Main / REAP,2,1.96,1.96,1.96,3.0,,,
"Rishiraj Institute of Technology (RIT, Indore)",Indore,5,2.9,CBSE 12th / ISCMPBSE 12th +1,3,1.74,2.32,2.03,2.4,,,
Subas Institute of Technology,Bhubaneswar,6,3.6,JEE Main / OJEE,2,2.64,2.64,2.64,2.0,,,
Raja Mahendra College of Engineering,Ranga Reddy,6,2.1,TS EAMCET,1,1.4,1.4,1.4,1.3,,,
SIIT - Sine International Institute of Technology,Jaipur,6,3.8,JEE Main / REAP,2,2.1,3.15,2.62,3.6,,,
"Nalanda Institute of Engineering & Technology (NIET, Guntur)",Guntur,7,2.8,AP EAMCET,1,2.01,2.01,2.01,2.3,,,
ICL Group of Colleges,Ambala,6,2.1,JEE Main / HSTES,2,2.54,2.96,2.75,1.4,,,
Adwaita Mission Institute of Technology,Bihar - Other,5,2.3,CBSE 12th / ISCBSEB 12th +1,3,3.4,3.4,3.4,1.3,,,
Sachdeva Institute of Technology,Mathura,7,2.7,JEE Main / UPTAC,2,2.4,2.45,2.42,2.0,,,
Quba College of Engineering and Technology (QCET),Nellore,5,3.8,AP EAMCET,1,1.4,1.72,1.56,3.1,,,
Coastal Institute of Technology and Management,Vizianagaram,6,3.9,AP EAMCET,1,1.4,1.46,1.43,3.2,,,
Annai Vailankanni College of Engineering,Kanyakumari,11,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,1.85,2.0,1.92,3.8,2.13,2.13,2.13
R. N. Modi Engineering College,Kota,6,3.1,JEE Main / REAP,2,3.15,3.15,3.15,2.8,,,
Modern Group of Colleges,Hoshiarpur,5,3.5,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.4,2.4,4.0,,,
Shri Ram Group of Institutions,Jabalpur,7,4.0,CBSE 12th / ISCMPBSE 12th +1,3,2.3,2.3,2.3,3.8,,,
Patna Sahib College of Engineering and Technology,Hajipur,5,2.0,CBSE 12th / ISCBSEB 12th +1,3,3.6,3.6,3.6,1.0,,,
ASK College of Technology and Management,Visakhapatnam,4,3.8,AP EAMCET,1,1.4,1.4,1.4,1.0,,,
Sant Gajanan Maharaj College of Engineering,Kolhapur,2,3.2,MHT CETJEE Main,1,2.19,2.19,2.19,3.0,,,
Brahmanand Institute of Research Technology and Management,Bulandshahr,5,2.2,JEE Main,1,2.45,2.45,2.45,2.0,,,
Sri Mittapalli Institute of Technology for Women (SMITW),Guntur,3,3.8,JEE Main / AP EAMCETCBSE 12th / BIEAP +3,6,1.83,1.83,1.83,3.5,,,
"Gurudeva Institute of Science & Technology, Puthuppally",Kottayam,6,3.2,KEAM,1,2.0,2.0,2.0,2.0,,,
Universal College of Engineering and Technology,Tirunelveli,7,2.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.5,,,
Saroj Educational Group,Delhi,1,3.8,CBSE 12th / ISC,2,94.55,94.55,94.55,1.0,,,
Rohtak Institute of Engineering & Management,Rohtak,7,1.5,JEE Main / HSTES,2,1.53,2.16,1.85,1.0,,,
Indus Institute of Engineering and Technology,Rohtak,7,2.8,JEE Main / HSTES,2,1.29,1.72,1.5,1.0,,,
"Maharaja Institute of Technology (MIT, Coimbatore)",Coimbatore,8,2.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,1.0,,,
Jyothishmathi Institute of Technological Sciences,Karimnagar,4,3.8,TS EAMCET,1,2.0,2.11,2.05,3.5,,,
Jayawant College of Engineering and Management,Sangli,5,3.8,CBSE 12th / ISCMaharashtra HSC +1,3,2.2,2.2,2.2,3.8,3.0,3.0,3.0
Mayurakshi Institute of Engineering and Technology,Jodhpur,6,3.9,JEE Main / REAP,2,3.15,3.15,3.15,3.5,,,
Aurora’s Technological and Management Academy (ATMA Uppal),Ranga Reddy,7,3.1,TS EAMCET,1,1.4,2.71,2.05,2.7,,,
Yogananda Institute of Technology and Science,Tirupati,6,3.1,AP EAMCET,1,2.04,2.04,2.04,2.3,,,
V P Muthaiah Pillai Meenakshi Ammal College Of Engineering And Technology For Women,Virudhunagar,8,3.6,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
SCAD institute of Technology,Chennai,10,2.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,1.0,,,
